chrom1	start1	end1	chrom2	start2	end2	loop_id	source_loop_id	control_count	experimental_count
chr3L	9937886	9939886	chr3L	19539886	19541886	L12_random_423	L12	0	0
chr3L	14754	16754	chr3L	9616754	9618754	L12_random_424	L12	0	0
chr3L	4916493	4918493	chr3L	14518493	14520493	L12_random_425	L12	0	0
chr3L	10690582	10692582	chr3L	20292582	20294582	L12_random_426	L12	0	0
chr3L	1961089	1963089	chr3L	11563089	11565089	L12_random_427	L12	0	0
chr3L	12543413	12545413	chr3L	22145413	22147413	L12_random_428	L12	0	1
chr3L	5254725	5256725	chr3L	14856725	14858725	L12_random_429	L12	0	0
chr3L	16664951	16666951	chr3L	26266951	26268951	L12_random_430	L12	0	0
chr3L	14415383	14417383	chr3L	24017383	24019383	L12_random_431	L12	0	0
chr3L	144950	146950	chr3L	9746950	9748950	L12_random_432	L12	0	1
chr3L	2366244	2368244	chr3L	11968244	11970244	L12_random_433	L12	0	1
chr3L	7622906	7624906	chr3L	17224906	17226906	L12_random_434	L12	0	1
chr3L	11850556	11852556	chr3L	21452556	21454556	L12_random_435	L12	0	0
chr3L	1753096	1755096	chr3L	11355096	11357096	L12_random_436	L12	0	0
chr3L	9816130	9818130	chr3L	19418130	19420130	L12_random_437	L12	0	1
chr3L	10941095	10943095	chr3L	20543095	20545095	L12_random_438	L12	0	0
chr3L	4239021	4241021	chr3L	13841021	13843021	L12_random_439	L12	0	0
chr3L	8185550	8187550	chr3L	17787550	17789550	L12_random_440	L12	0	0
chr3L	13338677	13340677	chr3L	22940677	22942677	L12_random_441	L12	0	0
chr3L	16549301	16551301	chr3L	26151301	26153301	L12_random_442	L12	0	0
chr3L	4663633	4665633	chr3L	14265633	14267633	L12_random_443	L12	1	0
chr3L	3690240	3692240	chr3L	13292240	13294240	L12_random_444	L12	0	0
chr3L	16606361	16608361	chr3L	26208361	26210361	L12_random_445	L12	0	0
chr3L	18438656	18440656	chr3L	28040656	28042656	L12_random_446	L12	0	0
chr3L	1545805	1547805	chr3L	11147805	11149805	L12_random_447	L12	0	0
chr3L	15959164	15961164	chr3L	25561164	25563164	L12_random_448	L12	0	0
chr3L	18430959	18432959	chr3L	28032959	28034959	L12_random_449	L12	0	0
chr3L	8835323	8837323	chr3L	18437323	18439323	L12_random_450	L12	0	0
chr3L	16192830	16194830	chr3L	25794830	25796830	L12_random_451	L12	0	0
chr3L	11420428	11422428	chr3L	21022428	21024428	L12_random_452	L12	0	0
chr3L	5115855	5117855	chr3L	14717855	14719855	L12_random_453	L12	0	0
chr3L	11041797	11043797	chr3L	20643797	20645797	L12_random_454	L12	1	0
chr3L	887493	889493	chr3L	10489493	10491493	L12_random_455	L12	0	0
chr3L	8814503	8816503	chr3L	18416503	18418503	L12_random_456	L12	0	1
chr3L	17185967	17187967	chr3L	26787967	26789967	L12_random_457	L12	0	0
chr3L	7204936	7206936	chr3L	16806936	16808936	L12_random_458	L12	0	0
chr3L	5651304	5653304	chr3L	15253304	15255304	L12_random_459	L12	0	1
chr3L	12602573	12604573	chr3L	22204573	22206573	L12_random_460	L12	0	0
chr3L	13839741	13841741	chr3L	23441741	23443741	L12_random_461	L12	0	0
chr3L	7150428	7152428	chr3L	16752428	16754428	L12_random_462	L12	0	0
chr3L	12629563	12631563	chr3L	22231563	22233563	L12_random_463	L12	0	0
chr3L	4138403	4140403	chr3L	13740403	13742403	L12_random_464	L12	0	0
chr3L	2744433	2746433	chr3L	12346433	12348433	L12_random_465	L12	0	0
chr3L	10014317	10016317	chr3L	19616317	19618317	L12_random_466	L12	0	0
chr3L	14927075	14929075	chr3L	24529075	24531075	L12_random_467	L12	0	0
chr3L	7224270	7226270	chr3L	16826270	16828270	L12_random_468	L12	0	0
chr3L	11165828	11167828	chr3L	20767828	20769828	L12_random_469	L12	1	1
chr3L	9090755	9092755	chr3L	18692755	18694755	L12_random_470	L12	0	1
chr3L	13835641	13837641	chr3L	23437641	23439641	L12_random_471	L12	0	0
chr3L	8294891	8296891	chr3L	17896891	17898891	L12_random_472	L12	0	2
chr3L	13306877	13308877	chr3L	22908877	22910877	L12_random_473	L12	0	0
chr3L	7056588	7058588	chr3L	16658588	16660588	L12_random_474	L12	0	0
chr3L	10671374	10673374	chr3L	20273374	20275374	L12_random_475	L12	0	0
chr3L	7104224	7106224	chr3L	16706224	16708224	L12_random_476	L12	0	0
chr3L	14269824	14271824	chr3L	23871824	23873824	L12_random_477	L12	0	0
chr3L	11471081	11473081	chr3L	21073081	21075081	L12_random_478	L12	0	0
chr3L	2972282	2974282	chr3L	12574282	12576282	L12_random_479	L12	0	0
chr3L	3468497	3470497	chr3L	13070497	13072497	L12_random_480	L12	0	1
chr3L	10409156	10411156	chr3L	20011156	20013156	L12_random_481	L12	0	1
chr3L	5538265	5540265	chr3L	15140265	15142265	L12_random_482	L12	0	2
chr3L	4373800	4375800	chr3L	13975800	13977800	L12_random_483	L12	0	1
chr3L	1278384	1280384	chr3L	10880384	10882384	L12_random_484	L12	0	0
chr3L	8402928	8404928	chr3L	18004928	18006928	L12_random_485	L12	0	0
chr3L	6138597	6140597	chr3L	15740597	15742597	L12_random_486	L12	0	0
chr3L	76768	78768	chr3L	9678768	9680768	L12_random_487	L12	0	0
chr3L	10643977	10645977	chr3L	20245977	20247977	L12_random_488	L12	0	0
chr3L	14695545	14697545	chr3L	24297545	24299545	L12_random_489	L12	0	0
chr3L	481257	483257	chr3L	10083257	10085257	L12_random_490	L12	0	0
chr3L	11311678	11313678	chr3L	20913678	20915678	L12_random_491	L12	0	0
chr3L	7711271	7713271	chr3L	17313271	17315271	L12_random_492	L12	0	0
chr3L	3317184	3319184	chr3L	12919184	12921184	L12_random_493	L12	0	0
chr3L	1085751	1087751	chr3L	10687751	10689751	L12_random_494	L12	0	0
chr3L	9256364	9258364	chr3L	18858364	18860364	L12_random_495	L12	0	0
chr3L	6329422	6331422	chr3L	15931422	15933422	L12_random_496	L12	0	0
chr3L	849170	851170	chr3L	10451170	10453170	L12_random_497	L12	1	0
chr3L	981041	983041	chr3L	10583041	10585041	L12_random_498	L12	0	0
chr3L	15430380	15432380	chr3L	25032380	25034380	L12_random_499	L12	0	0
chr3L	11799092	11801092	chr3L	21401092	21403092	L12_random_500	L12	0	1
chr3L	13942114	13944114	chr3L	19804114	19806114	L13_random_1	L13	0	0
chr3L	18420312	18422312	chr3L	24282312	24284312	L13_random_2	L13	0	0
chr3L	5937713	5939713	chr3L	11799713	11801713	L13_random_3	L13	1	0
chr3L	16245431	16247431	chr3L	22107431	22109431	L13_random_4	L13	0	0
chr3L	964725	966725	chr3L	6826725	6828725	L13_random_5	L13	0	0
chr3L	19423827	19425827	chr3L	25285827	25287827	L13_random_6	L13	0	0
chr3L	22082308	22084308	chr3L	27944308	27946308	L13_random_7	L13	0	0
chr3L	2058116	2060116	chr3L	7920116	7922116	L13_random_8	L13	0	0
chr3L	16452149	16454149	chr3L	22314149	22316149	L13_random_9	L13	0	0
chr3L	20795097	20797097	chr3L	26657097	26659097	L13_random_10	L13	0	0
chr3L	8951338	8953338	chr3L	14813338	14815338	L13_random_11	L13	0	0
chr3L	8593225	8595225	chr3L	14455225	14457225	L13_random_12	L13	0	0
chr3L	18457098	18459098	chr3L	24319098	24321098	L13_random_13	L13	0	0
chr3L	18744655	18746655	chr3L	24606655	24608655	L13_random_14	L13	0	0
chr3L	6657550	6659550	chr3L	12519550	12521550	L13_random_15	L13	0	0
chr3L	4728668	4730668	chr3L	10590668	10592668	L13_random_16	L13	0	0
chr3L	1640132	1642132	chr3L	7502132	7504132	L13_random_17	L13	0	0
chr3L	11928886	11930886	chr3L	17790886	17792886	L13_random_18	L13	0	0
chr3L	6079779	6081779	chr3L	11941779	11943779	L13_random_19	L13	0	0
chr3L	15814521	15816521	chr3L	21676521	21678521	L13_random_20	L13	1	0
chr3L	21438530	21440530	chr3L	27300530	27302530	L13_random_21	L13	0	0
chr3L	6297490	6299490	chr3L	12159490	12161490	L13_random_22	L13	0	0
chr3L	10330817	10332817	chr3L	16192817	16194817	L13_random_23	L13	0	0
chr3L	4806113	4808113	chr3L	10668113	10670113	L13_random_24	L13	0	0
chr3L	21830220	21832220	chr3L	27692220	27694220	L13_random_25	L13	0	0
chr3L	18798490	18800490	chr3L	24660490	24662490	L13_random_26	L13	0	0
chr3L	14812342	14814342	chr3L	20674342	20676342	L13_random_27	L13	0	0
chr3L	2472784	2474784	chr3L	8334784	8336784	L13_random_28	L13	0	0
chr3L	17063505	17065505	chr3L	22925505	22927505	L13_random_29	L13	1	1
chr3L	2343149	2345149	chr3L	8205149	8207149	L13_random_30	L13	0	0
chr3L	3530261	3532261	chr3L	9392261	9394261	L13_random_31	L13	0	0
chr3L	20667158	20669158	chr3L	26529158	26531158	L13_random_32	L13	0	0
chr3L	11115460	11117460	chr3L	16977460	16979460	L13_random_33	L13	0	0
chr3L	16930741	16932741	chr3L	22792741	22794741	L13_random_34	L13	0	0
chr3L	16853850	16855850	chr3L	22715850	22717850	L13_random_35	L13	0	0
chr3L	14615046	14617046	chr3L	20477046	20479046	L13_random_36	L13	0	0
chr3L	11428545	11430545	chr3L	17290545	17292545	L13_random_37	L13	0	0
chr3L	3670082	3672082	chr3L	9532082	9534082	L13_random_38	L13	0	0
chr3L	3817476	3819476	chr3L	9679476	9681476	L13_random_39	L13	1	0
chr3L	18024976	18026976	chr3L	23886976	23888976	L13_random_40	L13	0	0
chr3L	2728083	2730083	chr3L	8590083	8592083	L13_random_41	L13	0	1
chr3L	10586731	10588731	chr3L	16448731	16450731	L13_random_42	L13	1	0
chr3L	8946735	8948735	chr3L	14808735	14810735	L13_random_43	L13	0	0
chr3L	140431	142431	chr3L	6002431	6004431	L13_random_44	L13	3	0
chr3L	12905142	12907142	chr3L	18767142	18769142	L13_random_45	L13	1	2
chr3L	19906751	19908751	chr3L	25768751	25770751	L13_random_46	L13	0	0
chr3L	18397053	18399053	chr3L	24259053	24261053	L13_random_47	L13	0	0
chr3L	17891846	17893846	chr3L	23753846	23755846	L13_random_48	L13	0	1
chr3L	3805265	3807265	chr3L	9667265	9669265	L13_random_49	L13	0	1
chr3L	3798580	3800580	chr3L	9660580	9662580	L13_random_50	L13	0	0
chr3L	1383987	1385987	chr3L	7245987	7247987	L13_random_51	L13	0	0
chr3L	12396758	12398758	chr3L	18258758	18260758	L13_random_52	L13	0	0
chr3L	3182497	3184497	chr3L	9044497	9046497	L13_random_53	L13	0	0
chr3L	2534979	2536979	chr3L	8396979	8398979	L13_random_54	L13	0	0
chr3L	17876846	17878846	chr3L	23738846	23740846	L13_random_55	L13	0	0
chr3L	6541632	6543632	chr3L	12403632	12405632	L13_random_56	L13	0	0
chr3L	6045724	6047724	chr3L	11907724	11909724	L13_random_57	L13	0	0
chr3L	15403914	15405914	chr3L	21265914	21267914	L13_random_58	L13	0	0
chr3L	341716	343716	chr3L	6203716	6205716	L13_random_59	L13	0	0
chr3L	5321656	5323656	chr3L	11183656	11185656	L13_random_60	L13	0	0
chr3L	16869275	16871275	chr3L	22731275	22733275	L13_random_61	L13	0	1
chr3L	21193080	21195080	chr3L	27055080	27057080	L13_random_62	L13	0	0
chr3L	15875131	15877131	chr3L	21737131	21739131	L13_random_63	L13	1	1
chr3L	5847263	5849263	chr3L	11709263	11711263	L13_random_64	L13	0	0
chr3L	1873179	1875179	chr3L	7735179	7737179	L13_random_65	L13	0	0
chr3L	19971173	19973173	chr3L	25833173	25835173	L13_random_66	L13	0	0
chr3L	15939417	15941417	chr3L	21801417	21803417	L13_random_67	L13	0	0
chr3L	7096170	7098170	chr3L	12958170	12960170	L13_random_68	L13	0	0
chr3L	8437765	8439765	chr3L	14299765	14301765	L13_random_69	L13	0	0
chr3L	18196220	18198220	chr3L	24058220	24060220	L13_random_70	L13	0	1
chr3L	10890942	10892942	chr3L	16752942	16754942	L13_random_71	L13	0	0
chr3L	7193047	7195047	chr3L	13055047	13057047	L13_random_72	L13	0	0
chr3L	5730577	5732577	chr3L	11592577	11594577	L13_random_73	L13	0	0
chr3L	819253	821253	chr3L	6681253	6683253	L13_random_74	L13	0	0
chr3L	1057007	1059007	chr3L	6919007	6921007	L13_random_75	L13	0	0
chr3L	21027747	21029747	chr3L	26889747	26891747	L13_random_76	L13	0	0
chr3L	14189235	14191235	chr3L	20051235	20053235	L13_random_77	L13	0	0
chr3L	673922	675922	chr3L	6535922	6537922	L13_random_78	L13	0	0
chr3L	6944727	6946727	chr3L	12806727	12808727	L13_random_79	L13	0	0
chr3L	15771054	15773054	chr3L	21633054	21635054	L13_random_80	L13	0	0
chr3L	659256	661256	chr3L	6521256	6523256	L13_random_81	L13	0	0
chr3L	11447822	11449822	chr3L	17309822	17311822	L13_random_82	L13	0	0
chr3L	816425	818425	chr3L	6678425	6680425	L13_random_83	L13	0	0
chr3L	7045547	7047547	chr3L	12907547	12909547	L13_random_84	L13	0	0
chr3L	3398170	3400170	chr3L	9260170	9262170	L13_random_85	L13	0	0
chr3L	11681924	11683924	chr3L	17543924	17545924	L13_random_86	L13	0	0
chr3L	6045324	6047324	chr3L	11907324	11909324	L13_random_87	L13	0	0
chr3L	18543574	18545574	chr3L	24405574	24407574	L13_random_88	L13	0	0
chr3L	4330776	4332776	chr3L	10192776	10194776	L13_random_89	L13	0	0
chr3L	15325513	15327513	chr3L	21187513	21189513	L13_random_90	L13	0	0
chr3L	17310822	17312822	chr3L	23172822	23174822	L13_random_91	L13	1	0
chr3L	22175170	22177170	chr3L	28037170	28039170	L13_random_92	L13	0	0
chr3L	8996992	8998992	chr3L	14858992	14860992	L13_random_93	L13	0	0
chr3L	5860223	5862223	chr3L	11722223	11724223	L13_random_94	L13	0	0
chr3L	14627889	14629889	chr3L	20489889	20491889	L13_random_95	L13	0	0
chr3L	20524585	20526585	chr3L	26386585	26388585	L13_random_96	L13	0	0
chr3L	7094175	7096175	chr3L	12956175	12958175	L13_random_97	L13	0	0
chr3L	10869002	10871002	chr3L	16731002	16733002	L13_random_98	L13	0	2
chr3L	13418415	13420415	chr3L	19280415	19282415	L13_random_99	L13	0	0
chr3L	13669701	13671701	chr3L	19531701	19533701	L13_random_100	L13	1	2
chr3L	6002982	6004982	chr3L	11864982	11866982	L13_random_101	L13	1	0
chr3L	14520411	14522411	chr3L	20382411	20384411	L13_random_102	L13	0	0
chr3L	3734251	3736251	chr3L	9596251	9598251	L13_random_103	L13	0	1
chr3L	12189063	12191063	chr3L	18051063	18053063	L13_random_104	L13	0	0
chr3L	6331572	6333572	chr3L	12193572	12195572	L13_random_105	L13	0	0
chr3L	19772090	19774090	chr3L	25634090	25636090	L13_random_106	L13	0	0
chr3L	7817009	7819009	chr3L	13679009	13681009	L13_random_107	L13	0	0
chr3L	14847181	14849181	chr3L	20709181	20711181	L13_random_108	L13	0	0
chr3L	16016376	16018376	chr3L	21878376	21880376	L13_random_109	L13	0	0
chr3L	20417724	20419724	chr3L	26279724	26281724	L13_random_110	L13	0	0
chr3L	16290296	16292296	chr3L	22152296	22154296	L13_random_111	L13	0	0
chr3L	53063	55063	chr3L	5915063	5917063	L13_random_112	L13	0	0
chr3L	11926580	11928580	chr3L	17788580	17790580	L13_random_113	L13	0	0
chr3L	3074684	3076684	chr3L	8936684	8938684	L13_random_114	L13	0	0
chr3L	6143204	6145204	chr3L	12005204	12007204	L13_random_115	L13	0	0
chr3L	18381903	18383903	chr3L	24243903	24245903	L13_random_116	L13	0	0
chr3L	3751398	3753398	chr3L	9613398	9615398	L13_random_117	L13	1	0
chr3L	17687369	17689369	chr3L	23549369	23551369	L13_random_118	L13	0	0
chr3L	9400905	9402905	chr3L	15262905	15264905	L13_random_119	L13	0	1
chr3L	8343897	8345897	chr3L	14205897	14207897	L13_random_120	L13	0	0
chr3L	2603639	2605639	chr3L	8465639	8467639	L13_random_121	L13	0	0
chr3L	20858743	20860743	chr3L	26720743	26722743	L13_random_122	L13	0	0
chr3L	10438963	10440963	chr3L	16300963	16302963	L13_random_123	L13	0	0
chr3L	21730525	21732525	chr3L	27592525	27594525	L13_random_124	L13	0	0
chr3L	288628	290628	chr3L	6150628	6152628	L13_random_125	L13	0	1
chr3L	10468742	10470742	chr3L	16330742	16332742	L13_random_126	L13	0	0
chr3L	18738593	18740593	chr3L	24600593	24602593	L13_random_127	L13	0	0
chr3L	1988543	1990543	chr3L	7850543	7852543	L13_random_128	L13	0	0
chr3L	6094616	6096616	chr3L	11956616	11958616	L13_random_129	L13	1	0
chr3L	6307141	6309141	chr3L	12169141	12171141	L13_random_130	L13	0	0
chr3L	11611576	11613576	chr3L	17473576	17475576	L13_random_131	L13	0	0
chr3L	16488888	16490888	chr3L	22350888	22352888	L13_random_132	L13	0	0
chr3L	19720914	19722914	chr3L	25582914	25584914	L13_random_133	L13	0	0
chr3L	20438901	20440901	chr3L	26300901	26302901	L13_random_134	L13	0	0
chr3L	7163395	7165395	chr3L	13025395	13027395	L13_random_135	L13	0	0
chr3L	21560839	21562839	chr3L	27422839	27424839	L13_random_136	L13	0	0
chr3L	13261393	13263393	chr3L	19123393	19125393	L13_random_137	L13	0	0
chr3L	10154342	10156342	chr3L	16016342	16018342	L13_random_138	L13	0	0
chr3L	3494920	3496920	chr3L	9356920	9358920	L13_random_139	L13	0	0
chr3L	16577855	16579855	chr3L	22439855	22441855	L13_random_140	L13	0	0
chr3L	14584289	14586289	chr3L	20446289	20448289	L13_random_141	L13	0	0
chr3L	9209320	9211320	chr3L	15071320	15073320	L13_random_142	L13	0	0
chr3L	20048947	20050947	chr3L	25910947	25912947	L13_random_143	L13	0	0
chr3L	1504264	1506264	chr3L	7366264	7368264	L13_random_144	L13	0	0
chr3L	19073906	19075906	chr3L	24935906	24937906	L13_random_145	L13	0	0
chr3L	8331258	8333258	chr3L	14193258	14195258	L13_random_146	L13	0	0
chr3L	4324558	4326558	chr3L	10186558	10188558	L13_random_147	L13	0	0
chr3L	12242299	12244299	chr3L	18104299	18106299	L13_random_148	L13	0	0
chr3L	19663332	19665332	chr3L	25525332	25527332	L13_random_149	L13	0	0
chr3L	14612257	14614257	chr3L	20474257	20476257	L13_random_150	L13	0	0
chr3L	1803001	1805001	chr3L	7665001	7667001	L13_random_151	L13	0	0
chr3L	7448709	7450709	chr3L	13310709	13312709	L13_random_152	L13	0	0
chr3L	10294586	10296586	chr3L	16156586	16158586	L13_random_153	L13	0	0
chr3L	1506977	1508977	chr3L	7368977	7370977	L13_random_154	L13	0	0
chr3L	14010334	14012334	chr3L	19872334	19874334	L13_random_155	L13	1	1
chr3L	7135927	7137927	chr3L	12997927	12999927	L13_random_156	L13	1	1
chr3L	6667733	6669733	chr3L	12529733	12531733	L13_random_157	L13	0	0
chr3L	6044203	6046203	chr3L	11906203	11908203	L13_random_158	L13	0	0
chr3L	18477061	18479061	chr3L	24339061	24341061	L13_random_159	L13	0	0
chr3L	1553449	1555449	chr3L	7415449	7417449	L13_random_160	L13	0	0
chr3L	9108928	9110928	chr3L	14970928	14972928	L13_random_161	L13	0	0
chr3L	7783196	7785196	chr3L	13645196	13647196	L13_random_162	L13	0	0
chr3L	4847394	4849394	chr3L	10709394	10711394	L13_random_163	L13	0	0
chr3L	4563931	4565931	chr3L	10425931	10427931	L13_random_164	L13	0	0
chr3L	7831204	7833204	chr3L	13693204	13695204	L13_random_165	L13	1	0
chr3L	2095275	2097275	chr3L	7957275	7959275	L13_random_166	L13	0	1
chr3L	4135546	4137546	chr3L	9997546	9999546	L13_random_167	L13	1	1
chr3L	14596176	14598176	chr3L	20458176	20460176	L13_random_168	L13	0	0
chr3L	5565202	5567202	chr3L	11427202	11429202	L13_random_169	L13	0	0
chr3L	10914108	10916108	chr3L	16776108	16778108	L13_random_170	L13	0	0
chr3L	1330290	1332290	chr3L	7192290	7194290	L13_random_171	L13	0	0
chr3L	14810435	14812435	chr3L	20672435	20674435	L13_random_172	L13	1	1
chr3L	11047571	11049571	chr3L	16909571	16911571	L13_random_173	L13	0	0
chr3L	13887201	13889201	chr3L	19749201	19751201	L13_random_174	L13	0	0
chr3L	13983518	13985518	chr3L	19845518	19847518	L13_random_175	L13	0	0
chr3L	19086335	19088335	chr3L	24948335	24950335	L13_random_176	L13	0	0
chr3L	542099	544099	chr3L	6404099	6406099	L13_random_177	L13	0	0
chr3L	6762003	6764003	chr3L	12624003	12626003	L13_random_178	L13	0	0
chr3L	21689771	21691771	chr3L	27551771	27553771	L13_random_179	L13	0	0
chr3L	18736881	18738881	chr3L	24598881	24600881	L13_random_180	L13	0	0
chr3L	12443551	12445551	chr3L	18305551	18307551	L13_random_181	L13	0	0
chr3L	7283702	7285702	chr3L	13145702	13147702	L13_random_182	L13	0	0
chr3L	12568625	12570625	chr3L	18430625	18432625	L13_random_183	L13	0	0
chr3L	5791208	5793208	chr3L	11653208	11655208	L13_random_184	L13	0	0
chr3L	915261	917261	chr3L	6777261	6779261	L13_random_185	L13	0	0
chr3L	3819351	3821351	chr3L	9681351	9683351	L13_random_186	L13	1	1
chr3L	16397681	16399681	chr3L	22259681	22261681	L13_random_187	L13	0	2
chr3L	2976979	2978979	chr3L	8838979	8840979	L13_random_188	L13	0	0
chr3L	15944799	15946799	chr3L	21806799	21808799	L13_random_189	L13	1	0
chr3L	5487248	5489248	chr3L	11349248	11351248	L13_random_190	L13	0	0
chr3L	7480645	7482645	chr3L	13342645	13344645	L13_random_191	L13	0	0
chr3L	17328302	17330302	chr3L	23190302	23192302	L13_random_192	L13	0	0
chr3L	10526228	10528228	chr3L	16388228	16390228	L13_random_193	L13	0	0
chr3L	4677554	4679554	chr3L	10539554	10541554	L13_random_194	L13	0	0
chr3L	16445219	16447219	chr3L	22307219	22309219	L13_random_195	L13	0	0
chr3L	4563088	4565088	chr3L	10425088	10427088	L13_random_196	L13	0	0
chr3L	11857705	11859705	chr3L	17719705	17721705	L13_random_197	L13	0	1
chr3L	21144709	21146709	chr3L	27006709	27008709	L13_random_198	L13	0	0
chr3L	15038405	15040405	chr3L	20900405	20902405	L13_random_199	L13	0	0
chr3L	9392884	9394884	chr3L	15254884	15256884	L13_random_200	L13	0	0
chr3L	2630375	2632375	chr3L	8492375	8494375	L13_random_201	L13	1	0
chr3L	10408830	10410830	chr3L	16270830	16272830	L13_random_202	L13	0	0
chr3L	3349508	3351508	chr3L	9211508	9213508	L13_random_203	L13	0	0
chr3L	3621266	3623266	chr3L	9483266	9485266	L13_random_204	L13	1	0
chr3L	8033350	8035350	chr3L	13895350	13897350	L13_random_205	L13	0	0
chr3L	8095379	8097379	chr3L	13957379	13959379	L13_random_206	L13	1	0
chr3L	4620638	4622638	chr3L	10482638	10484638	L13_random_207	L13	0	0
chr3L	9813247	9815247	chr3L	15675247	15677247	L13_random_208	L13	0	0
chr3L	5169658	5171658	chr3L	11031658	11033658	L13_random_209	L13	0	0
chr3L	6436569	6438569	chr3L	12298569	12300569	L13_random_210	L13	0	0
chr3L	15904848	15906848	chr3L	21766848	21768848	L13_random_211	L13	0	0
chr3L	20145351	20147351	chr3L	26007351	26009351	L13_random_212	L13	0	0
chr3L	4736129	4738129	chr3L	10598129	10600129	L13_random_213	L13	0	0
chr3L	886373	888373	chr3L	6748373	6750373	L13_random_214	L13	0	0
chr3L	11555917	11557917	chr3L	17417917	17419917	L13_random_215	L13	0	0
chr3L	4304702	4306702	chr3L	10166702	10168702	L13_random_216	L13	0	1
chr3L	16550360	16552360	chr3L	22412360	22414360	L13_random_217	L13	1	0
chr3L	32605	34605	chr3L	5894605	5896605	L13_random_218	L13	0	0
chr3L	9980887	9982887	chr3L	15842887	15844887	L13_random_219	L13	1	0
chr3L	19417852	19419852	chr3L	25279852	25281852	L13_random_220	L13	0	0
chr3L	7858487	7860487	chr3L	13720487	13722487	L13_random_221	L13	0	0
chr3L	2019677	2021677	chr3L	7881677	7883677	L13_random_222	L13	1	0
chr3L	14263978	14265978	chr3L	20125978	20127978	L13_random_223	L13	0	0
chr3L	16925656	16927656	chr3L	22787656	22789656	L13_random_224	L13	0	0
chr3L	22162337	22164337	chr3L	28024337	28026337	L13_random_225	L13	0	0
chr3L	5766160	5768160	chr3L	11628160	11630160	L13_random_226	L13	1	2
chr3L	15523214	15525214	chr3L	21385214	21387214	L13_random_227	L13	0	2
chr3L	4241196	4243196	chr3L	10103196	10105196	L13_random_228	L13	0	0
chr3L	7092646	7094646	chr3L	12954646	12956646	L13_random_229	L13	0	1
chr3L	2639405	2641405	chr3L	8501405	8503405	L13_random_230	L13	0	0
chr3L	15062947	15064947	chr3L	20924947	20926947	L13_random_231	L13	0	0
chr3L	2744445	2746445	chr3L	8606445	8608445	L13_random_232	L13	0	0
chr3L	2598408	2600408	chr3L	8460408	8462408	L13_random_233	L13	0	0
chr3L	7489883	7491883	chr3L	13351883	13353883	L13_random_234	L13	0	0
chr3L	2012254	2014254	chr3L	7874254	7876254	L13_random_235	L13	0	0
chr3L	21578744	21580744	chr3L	27440744	27442744	L13_random_236	L13	0	0
chr3L	16627249	16629249	chr3L	22489249	22491249	L13_random_237	L13	0	0
chr3L	15197682	15199682	chr3L	21059682	21061682	L13_random_238	L13	0	1
chr3L	18543625	18545625	chr3L	24405625	24407625	L13_random_239	L13	0	0
chr3L	15078566	15080566	chr3L	20940566	20942566	L13_random_240	L13	0	0
chr3L	3653273	3655273	chr3L	9515273	9517273	L13_random_241	L13	0	0
chr3L	10433310	10435310	chr3L	16295310	16297310	L13_random_242	L13	0	2
chr3L	15047635	15049635	chr3L	20909635	20911635	L13_random_243	L13	2	1
chr3L	3042212	3044212	chr3L	8904212	8906212	L13_random_244	L13	0	0
chr3L	6960398	6962398	chr3L	12822398	12824398	L13_random_245	L13	0	0
chr3L	3098209	3100209	chr3L	8960209	8962209	L13_random_246	L13	0	0
chr3L	800718	802718	chr3L	6662718	6664718	L13_random_247	L13	0	0
chr3L	17696090	17698090	chr3L	23558090	23560090	L13_random_248	L13	0	0
chr3L	15969481	15971481	chr3L	21831481	21833481	L13_random_249	L13	0	1
chr3L	12702537	12704537	chr3L	18564537	18566537	L13_random_250	L13	0	0
chr3L	20332156	20334156	chr3L	26194156	26196156	L13_random_251	L13	0	0
chr3L	1618970	1620970	chr3L	7480970	7482970	L13_random_252	L13	1	0
chr3L	5212333	5214333	chr3L	11074333	11076333	L13_random_253	L13	0	0
chr3L	4829483	4831483	chr3L	10691483	10693483	L13_random_254	L13	1	1
chr3L	2011711	2013711	chr3L	7873711	7875711	L13_random_255	L13	0	1
chr3L	18145247	18147247	chr3L	24007247	24009247	L13_random_256	L13	0	0
chr3L	13740025	13742025	chr3L	19602025	19604025	L13_random_257	L13	1	0
chr3L	13738346	13740346	chr3L	19600346	19602346	L13_random_258	L13	0	0
chr3L	10670274	10672274	chr3L	16532274	16534274	L13_random_259	L13	0	1
chr3L	11232886	11234886	chr3L	17094886	17096886	L13_random_260	L13	0	0
chr3L	20788951	20790951	chr3L	26650951	26652951	L13_random_261	L13	0	0
chr3L	21865188	21867188	chr3L	27727188	27729188	L13_random_262	L13	0	0
chr3L	5856655	5858655	chr3L	11718655	11720655	L13_random_263	L13	2	1
chr3L	12290305	12292305	chr3L	18152305	18154305	L13_random_264	L13	1	0
chr3L	13794125	13796125	chr3L	19656125	19658125	L13_random_265	L13	0	0
chr3L	13960808	13962808	chr3L	19822808	19824808	L13_random_266	L13	0	0
chr3L	2131296	2133296	chr3L	7993296	7995296	L13_random_267	L13	0	0
chr3L	15556080	15558080	chr3L	21418080	21420080	L13_random_268	L13	1	1
chr3L	13917422	13919422	chr3L	19779422	19781422	L13_random_269	L13	0	1
chr3L	11659404	11661404	chr3L	17521404	17523404	L13_random_270	L13	0	0
chr3L	11526845	11528845	chr3L	17388845	17390845	L13_random_271	L13	1	0
